epoch,generator_loss,discriminator_loss,real_score,fake_score
1,4.366418838500977,0.5126892924308777,0.746899425983429,0.15693536400794983
2,4.832720756530762,0.32201969623565674,0.8756075501441956,0.14880257844924927
3,2.4486942291259766,1.3660982847213745,0.31977251172065735,0.008227025158703327
4,5.9687886238098145,1.1212329864501953,0.9522122144699097,0.5763763189315796
5,4.099727153778076,0.508264422416687,0.936721682548523,0.33862611651420593
